id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
175,168991.jpg,Billing,38,i,168991,Philip,Billing,8,Ankle injury - Expected back 13 Jan,45,0,0,0.1,2.7,0,0,0,0,false,0,0.4,0.5,27547,31468,6,0,0,0,0,0,12,0,1.7,0.0,0.0,false,420,0,0,3,5,0,0,0,2,0,0,0,52,62.2,49.3,14.0,12.6,0,3,8
176,168172.jpg,Lolley,38,a,168172,Joe,Lolley,18,"",44,100,100,0.0,0.0,-1,0,1,0,false,0,0.1,0.0,3265,3178,0,0,0,0,0,0,0,0,0.0,-1.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8
177,167541.jpg,Payne,38,u,167541,Jack,Payne,16,Season-long loan to Oxford United,45,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,429,89,1,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8
178,5589.jpg,Whitehead,38,a,5589,Dean,Whitehead,4,"",44,,,0.1,0.2,-1,0,1,0,false,0,0.1,0.3,4374,3392,0,1,0,0,0,0,1,0,1.0,-0.7,0.3,false,8,0,0,0,1,0,0,0,0,0,0,0,3,0.8,0.0,0.0,0.1,0,3,8
179,104535.jpg,Bunn,38,u,104535,Harry,Bunn,11,Transferred to Bury,45,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,504,62,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8
180,49202.jpg,Scannell,38,u,49202,Sean,Scannell,7,Season-long loan to Burton Albion,45,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,2597,123,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8
181,87428.jpg,Kachunga,38,a,87428,Elias,Kachunga,9,"",59,100,100,0.2,3.9,-1,0,1,0,false,0,0.2,1.0,20194,12820,1,0,0,0,0,0,23,0,2.6,0.0,1.0,false,701,0,1,4,8,0,0,0,1,0,0,0,72,69.2,84.8,106.0,25.7,0,3,8
182,86176.jpg,Ince,38,a,86176,Tom,Ince,22,"",58,,,0.4,4.3,-2,0,2,0,false,0,0.7,2.3,69750,24372,8,2,0,0,0,0,25,0,2.8,1.3,2.3,false,810,0,1,4,10,0,0,0,0,0,0,0,85,75.2,104.6,289.0,46.9,0,3,8
183,160190.jpg,Palmer,38,i,160190,Kasey,Palmer,45,Hamstring injury - Expected back 18 Nov,53,0,0,0.0,0.6,-2,0,2,0,false,0,0.0,0.0,4013,765,1,0,0,0,0,0,3,0,1.0,0.0,0.0,false,123,0,0,1,0,0,0,0,2,0,0,0,3,11.0,23.3,27.0,6.1,0,3,8
184,80755.jpg,Williams,38,a,80755,Danny,Williams,19,"",49,100,100,0.1,1.2,-1,0,1,0,false,0,0.0,0.5,2699,622,0,1,0,0,0,0,6,0,1.2,-0.5,0.5,false,272,0,0,0,2,0,0,0,1,0,0,0,37,36.2,30.9,13.0,7.9,0,3,8
185,92383.jpg,Wells,90,i,92383,Nahki,Wells,21,Lack of match fitness - Unknown return date,49,0,0,0.0,0.0,-1,0,1,0,false,0,0.0,0.0,2668,899,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,4
186,84112.jpg,Quaner,38,d,84112,Collin,Quaner,23,Calf injury - 75% chance of playing,45,75,75,0.0,1.6,0,0,0,0,false,0,3.4,0.0,226425,185020,45,18,0,0,0,0,7,0,1.8,-0.8,0.0,false,57,0,1,0,0,0,0,0,0,0,0,0,21,22.4,14.0,6.0,4.2,0,4,8
187,147303.jpg,Depoitre,38,a,147303,Laurent,Depoitre,20,"",52,100,100,0.6,4.8,-3,0,3,0,false,0,0.5,3.3,18539,30268,6,34,0,0,0,0,25,0,4.2,2.3,3.3,false,436,2,0,2,7,0,0,0,0,0,0,6,82,111.8,66.7,99.0,27.8,0,4,8
188,169141.jpg,Mounie,38,a,169141,Steve,Mounie,24,"",58,100,100,0.1,3.1,-2,0,2,0,false,0,1.0,0.3,295820,268879,7,7,0,0,0,0,18,0,3.6,-0.7,0.3,false,375,2,0,3,3,0,0,0,2,0,0,3,56,102.6,44.1,114.0,26.1,0,4,8
189,17745.jpg,Schmeichel,13,a,17745,Kasper,Schmeichel,1,"",50,,,0.8,7.6,0,0,0,0,false,1,4.2,3.8,74840,88986,19,19,0,0,0,0,38,0,4.2,3.8,4.3,false,810,0,0,2,14,0,1,0,1,0,29,6,182,221.4,0.0,0.0,22.2,0,1,9
190,38038.jpg,Hamer,13,a,38038,Ben,Hamer,12,"",44,,,0.0,0.0,-1,0,1,0,false,0,0.1,0.0,1233,383,1,0,0,0,0,0,0,0,0.0,0.0,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,9
191,15033.jpg,Morgan,13,a,15033,Wes,Morgan,5,"",45,100,100,0.6,4.2,0,0,0,0,false,0,2.8,2.5,88144,53063,18,12,0,0,0,0,19,0,2.1,2.5,3.0,false,810,0,0,2,14,0,0,0,2,0,0,0,124,189.4,22.6,16.0,22.8,0,2,9
192,37402.jpg,Fuchs,13,a,37402,Christian,Fuchs,28,"",49,100,100,0.6,4.1,-1,0,1,0,false,0,2.3,3.0,107505,30940,10,3,0,0,0,0,20,0,2.9,3.0,3.5,false,630,0,0,2,10,0,0,0,1,0,0,3,125,136.2,101.4,11.0,25.0,0,2,9
193,40725.jpg,Simpson,13,a,40725,Danny,Simpson,2,"",45,,,0.6,4.7,0,0,0,0,false,0,4.1,2.5,131843,86776,14,9,0,0,0,0,21,0,2.3,2.5,3.0,false,793,0,0,2,14,0,0,0,0,0,0,0,137,190.8,52.0,23.0,26.6,0,2,9
194,12413.jpg,Huth,13,i,12413,Robert,Huth,6,Knock - Expected back 29 Oct,49,0,0,0.0,0.0,-1,0,1,0,false,0,0.1,0.0,3920,942,1,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,9
195,41321.jpg,Benalouane,13,a,41321,Yohan,Benalouane,29,"",43,,,0.0,0.0,-2,0,2,0,false,0,0.1,0.0,2214,528,0,0,0,0,0,0,0,0,0.0,0.0,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,9
196,172850.jpg,Chilwell,13,a,172850,Benjamin,Chilwell,3,"",43,100,100,0.1,0.9,-2,0,2,0,false,0,0.3,0.3,13996,4023,2,0,0,0,0,0,4,0,1.3,0.3,0.8,false,196,0,0,0,4,0,0,0,0,0,0,0,34,62.0,21.0,2.0,8.5,0,2,9
197,103127.jpg,Wagué,57,a,103127,Molla,Wagué,13,"",45,0,0,0.0,0.2,0,0,0,0,false,0,0.0,0.0,512,321,0,0,0,0,0,0,1,0,1.0,0.0,0.0,false,45,0,0,0,1,0,0,0,0,0,0,0,5,7.0,0.0,0.0,0.7,0,2,18
198,95658.jpg,Maguire,13,a,95658,Harry,Maguire,15,"",51,100,100,0.5,7.3,1,0,-1,0,false,1,7.3,2.5,197609,411295,59,22,0,0,0,0,37,0,4.1,2.5,3.0,false,810,1,2,2,14,0,0,0,0,0,0,4,200,291.0,50.5,94.0,43.5,0,2,9
199,103025.jpg,Mahrez,13,a,103025,Riyad,Mahrez,26,"",84,,,0.6,5.1,-1,0,1,0,false,1,4.2,4.8,229609,233295,48,78,0,0,0,0,43,0,4.8,4.8,5.3,false,701,1,5,1,13,0,0,0,0,0,0,5,140,162.6,160.7,216.0,54.0,0,3,9
200,51938.jpg,Albrighton,13,a,51938,Marc,Albrighton,11,"",55,,,0.3,3.5,0,0,0,0,false,0,1.7,1.5,122938,114437,24,4,0,0,0,0,19,0,2.1,1.5,2.0,false,678,0,1,2,11,0,0,0,2,0,0,0,89,96.6,144.2,78.0,31.8,0,3,9
201,13152.jpg,King,13,a,13152,Andy,King,10,"",44,,,0.2,3.0,-1,0,1,0,false,0,3.5,0.8,108615,227110,40,11,0,0,0,0,13,0,1.9,0.8,1.3,false,323,0,1,0,7,0,0,0,0,0,0,1,48,33.4,37.1,33.0,10.4,0,3,9
202,61603.jpg,Drinkwater,8,a,61603,Daniel,Drinkwater,6,"",48,100,100,0.0,0.0,-2,0,2,0,false,0,0.2,0.0,13716,5566,3,4,0,0,0,0,0,0,0.0,1.5,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,5
203,172632.jpg,Gray,13,a,172632,Demarai,Gray,7,"",53,,,0.2,2.5,-2,0,2,0,false,0,0.4,1.0,27652,9189,6,4,0,0,0,0,13,0,1.6,1.0,1.5,false,225,0,1,1,4,0,0,0,0,0,0,0,45,26.2,55.7,47.0,12.8,0,3,9
204,155569.jpg,Amartey,13,a,155569,Daniel,Amartey,18,"",44,,,0.0,0.2,-1,0,1,0,false,0,0.2,0.0,10995,8538,2,0,0,0,0,0,1,0,1.0,0.0,0.5,false,18,0,0,0,2,0,0,0,0,0,0,0,2,5.4,0.3,0.0,0.6,0,3,9
205,86881.jpg,Mendy,13,u,86881,Nampalys,Mendy,24,Joined Nice in season-long loan deal,45,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,3409,1203,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,9
206,203341.jpg,Ndidi,13,a,203341,Wilfred,Ndidi,25,"",49,100,100,0.4,3.7,-1,0,1,0,false,0,0.4,1.8,21295,14400,8,5,0,0,0,0,18,0,2.0,1.8,2.3,false,810,0,0,2,14,0,0,0,2,0,0,0,91,144.4,34.7,66.0,24.4,0,3,9
207,90714.jpg,Musa,13,a,90714,Ahmed,Musa,13,"",63,,,0.0,0.0,-2,0,2,0,false,0,0.4,0.0,22607,2788,2,3,0,0,0,0,0,0,0.0,0.0,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,9
208,54513.jpg,Iborra,13,a,54513,Vicente,Iborra,21,"",58,100,100,0.2,0.9,-2,0,2,0,false,0,0.1,1.3,6846,948,0,1,0,0,0,0,5,0,1.7,1.3,1.8,false,225,0,0,0,2,0,0,0,0,0,0,0,48,63.2,17.3,10.0,9.1,0,3,9
209,101668.jpg,Vardy,13,a,101668,Jamie,Vardy,9,"",86,100,100,0.2,4.9,1,0,-1,0,false,1,14.5,1.5,755009,1011700,205,181,0,0,0,0,42,0,4.7,1.5,2.0,false,786,5,0,2,13,0,0,1,1,0,0,7,168,217.0,104.3,348.0,66.9,0,4,9
210,54316.jpg,Ulloa,13,a,54316,Leonardo,Ulloa,23,"",48,100,100,0.0,0.0,-2,0,2,0,false,0,0.2,0.0,12085,8158,4,5,0,0,0,0,0,0,0.0,0.0,0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,9
211,78412.jpg,Okazaki,13,a,78412,Shinji,Okazaki,20,"",56,,,0.5,5.5,1,0,-1,0,false,0,5.6,2.8,254211,400003,54,96,0,0,0,0,31,0,4.4,2.8,3.3,false,434,4,0,2,6,0,0,0,1,0,0,4,124,162.6,82.2,178.0,42.2,0,4,9
212,149828.jpg,Slimani,13,a,149828,Islam,Slimani,19,"",68,100,100,0.1,1.3,-2,0,2,0,false,0,0.3,1.0,19433,8784,8,9,0,0,0,0,9,0,1.5,1.0,1.5,false,107,0,1,0,2,0,0,0,0,0,0,0,21,24.8,26.2,63.0,11.2,0,4,9
213,66797.jpg,Mignolet,14,a,66797,Simon,Mignolet,22,"",49,,,0.5,5.1,-1,0,1,0,false,0,1.5,2.3,44673,23621,16,10,0,0,0,0,25,0,3.1,3.3,3.3,false,720,0,0,2,16,0,1,0,2,0,21,0,140,155.0,0.0,0.0,15.5,0,1,10
214,104542.jpg,Karius,14,a,104542,Loris,Karius,1,"",48,100,100,0.0,1.3,-2,0,2,0,false,0,0.2,0.0,4612,1826,1,2,0,0,0,0,6,0,6.0,1.0,1.0,false,90,0,0,1,0,0,0,0,0,0,0,0,23,1.8,0.0,0.0,0.2,0,1,10
215,38454.jpg,Lovren,14,a,38454,Dejan,Lovren,6,"",54,100,100,0.4,3.0,-1,0,1,0,false,0,0.9,2.3,64683,11716,16,4,0,0,0,0,16,0,2.3,3.3,3.3,false,482,0,0,2,8,0,0,0,2,0,0,1,92,118.2,12.7,47.0,17.8,0,2,10
216,100059.jpg,Moreno,14,a,100059,Alberto,Moreno,18,"",45,100,100,0.5,4.7,0,0,0,0,false,0,2.9,2.3,88998,132417,23,36,0,0,0,0,21,0,3.0,3.3,3.3,false,630,0,1,2,15,0,0,0,0,0,0,2,160,144.6,148.6,72.0,36.5,0,2,10
217,57328.jpg,Clyne,14,i,57328,Nathaniel,Clyne,2,Muscle injury - Unknown return date,53,0,0,0.0,0.0,-2,0,2,0,false,0,0.3,0.0,25161,954,3,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,10
218,171287.jpg,Gomez,14,a,171287,Joseph,Gomez,12,"",45,100,100,0.6,6.2,0,0,0,0,false,2,2.9,2.5,84122,179601,20,47,0,0,0,0,28,0,4.0,3.5,3.5,false,541,0,1,3,8,0,0,0,2,0,0,5,148,148.2,131.4,20.0,29.9,0,2,10
219,60914.jpg,Matip,14,a,60914,Joel,Matip,32,"",55,100,100,0.4,4.4,0,0,0,0,false,0,2.3,2.3,98374,48841,23,16,0,0,0,0,24,0,2.7,3.3,3.3,false,810,0,0,3,16,0,0,0,1,0,0,1,182,187.2,45.5,52.0,28.4,0,2,10
220,33871.jpg,Klavan,14,a,33871,Ragnar,Klavan,17,"",43,,,0.0,2.1,-2,0,2,0,false,0,0.4,0.0,21371,14290,2,2,0,0,0,0,9,0,3.0,1.0,1.0,false,270,0,0,1,6,0,0,0,0,0,0,1,68,61.0,23.4,2.0,8.6,0,2,10
221,40784.jpg,Sakho,31,a,40784,Mamadou,Sakho,12,"",49,100,100,0.5,1.8,-1,0,1,0,false,0,0.3,2.3,6393,12200,2,5,0,0,0,0,9,0,2.3,2.3,1.3,false,360,0,1,0,11,0,0,0,0,0,0,2,76,88.6,11.8,4.0,10.5,0,2,6
222,15157.jpg,Milner,14,a,15157,James,Milner,7,"",62,100,100,0.0,1.8,-3,0,3,0,false,0,2.6,0.0,229400,18941,23,4,0,0,0,0,11,0,1.6,1.0,1.0,false,332,0,0,1,8,0,0,0,0,0,0,0,78,85.8,126.0,76.0,28.8,0,2,10
223,169187.jpg,Alexander-Arnold,14,a,169187,Trent,Alexander-Arnold,66,"",43,100,100,0.0,0.2,-2,0,2,0,false,0,1.2,0.0,134369,67576,13,5,0,0,0,0,1,0,0.3,1.0,1.0,false,270,0,0,0,8,0,0,0,2,0,0,0,38,61.0,118.0,28.0,20.7,0,2,10
224,43191.jpg,Lucas,14,u,43191,Leiva,Lucas,21,Transferred to Lazio,45,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,938,161,1,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,10
225,56979.jpg,Henderson,14,a,56979,Jordan,Henderson,14,"",55,100,100,0.5,5.3,0,0,0,0,false,0,2.3,2.8,76573,100705,28,39,0,0,0,0,29,0,3.6,3.8,3.8,false,720,1,1,3,15,0,0,0,1,0,0,3,146,189.0,184.8,53.0,42.9,0,3,10
226,84583.jpg,Coutinho,14,d,84583,Philippe,Coutinho,10,Groin Injury - 50% chance of playing,90,50,50,0.4,3.3,0,0,0,0,false,1,8.3,3.8,488213,586291,905,30,0,0,0,0,30,0,6.0,2.4,2.4,false,414,2,1,1,8,0,0,0,0,0,0,6,122,179.2,223.9,183.0,58.6,0,3,10
227,112338.jpg,Can,14,a,112338,Emre,Can,23,"",50,100,100,0.2,3.8,0,0,0,0,false,0,6.0,1.0,313050,243725,63,46,0,0,0,0,19,0,2.7,2.0,2.0,false,598,0,2,2,15,0,0,0,3,0,0,0,112,125.4,119.9,85.0,33.1,0,3,10
228,39155.jpg,Lallana,14,i,39155,Adam,Lallana,20,Thigh injury - Expected back 18 Nov,73,0,0,0.0,0.0,-2,0,2,0,false,0,0.3,0.0,31571,1379,1,1,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,10
229,141921.jpg,Sheyi Ojo,14,u,141921,Oluwaseyi,Ojo,54,Joined Fulham in season-long loan deal,50,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,1430,50,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,10
230,110979.jpg,Mané,14,i,110979,Sadio,Mané,19,Hamstring injury - Expected back 18 Nov,93,0,0,0.1,2.4,-2,0,2,0,false,0,6.8,0.5,1359455,506577,152,5,0,0,0,0,22,0,4.4,0.0,0.0,false,362,3,0,2,9,0,0,0,1,1,0,0,92,130.4,76.3,205.0,41.0,0,3,10
231,210237.jpg,Grujic,14,a,210237,Marko,Grujic,16,"",44,,,0.1,0.5,-1,0,1,0,false,0,0.2,0.3,11876,10443,2,2,0,0,0,0,2,0,1.0,1.3,1.3,false,13,0,0,0,0,0,0,0,0,0,0,0,7,7.2,11.6,0.0,1.9,0,3,10
232,41733.jpg,Wijnaldum,14,a,41733,Georginio,Wijnaldum,5,"",67,100,100,0.2,2.4,-3,0,3,0,false,0,2.7,1.3,219479,38415,16,8,0,0,0,0,16,0,2.3,2.3,2.3,false,577,0,0,3,9,0,0,0,0,0,0,0,72,58.6,66.7,133.0,25.9,0,3,10
233,182436.jpg,Woodburn,14,a,182436,Ben,Woodburn,58,"",44,100,100,0.0,0.0,-1,0,1,0,false,0,0.4,0.0,14085,17335,5,0,0,0,0,0,0,0,0.0,1.0,1.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,10
234,118748.jpg,Salah,14,a,118748,Mohamed,Salah,11,"",92,100,100,0.3,5.8,2,0,-2,0,true,2,35.6,3.0,828397,1321894,81,432,0,0,0,0,53,0,5.9,4.0,4.0,false,679,5,2,2,11,0,0,0,0,0,0,4,151,261.6,184.9,481.0,92.7,0,3,10
235,92217.jpg,Firmino,14,a,92217,Roberto,Firmino,9,"",85,,,0.2,4.4,0,0,0,0,false,1,18.1,1.3,1316104,1064476,262,228,0,0,0,0,37,0,4.1,2.3,2.3,false,633,2,2,3,11,0,0,0,0,0,0,6,142,177.8,225.0,291.0,69.3,0,4,10
236,40755.jpg,Sturridge,14,a,40755,Daniel,Sturridge,15,"",80,100,100,0.1,2.1,0,0,0,0,false,0,0.7,1.0,30354,20815,15,14,0,0,0,0,17,0,2.4,2.0,2.0,false,289,1,1,1,3,0,0,0,0,0,0,0,70,88.4,101.4,200.0,39.0,0,4,10
237,84939.jpg,Ings,14,a,84939,Danny,Ings,28,"",54,100,100,0.0,0.0,-1,0,1,0,false,0,0.1,0.0,3754,1747,4,1,0,0,0,0,0,0,0.0,1.0,1.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,10
238,152760.jpg,Origi,14,u,152760,Divock,Origi,27,Joined Wolfsburg on season-long loan deal,74,0,0,0.0,0.1,-1,0,1,0,false,0,0.2,0.0,20768,1058,1,0,0,0,0,0,1,0,1.0,0.0,0.0,false,9,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,4,10
239,154566.jpg,Solanke,14,a,154566,Dominic,Solanke,29,"",47,,,0.1,1.1,-3,0,3,0,false,0,1.6,0.5,134493,42407,24,25,0,0,0,0,5,0,1.0,1.5,1.5,false,73,0,0,0,2,0,0,0,0,0,0,0,8,10.4,18.5,38.0,6.5,0,4,10
240,121160.jpg,Ederson,43,a,121160,Ederson,Santana de Moraes,31,"",55,100,100,0.7,7.1,0,0,0,0,false,0,4.8,3.8,117821,119274,29,48,0,0,0,0,39,0,4.3,5.3,4.3,false,765,0,0,5,4,0,0,0,0,0,11,2,157,102.6,0.0,0.0,10.1,0,1,11
241,33148.jpg,Bravo,43,a,33148,Claudio,Bravo,1,"",47,,,0.0,0.2,-3,0,3,0,false,0,0.5,0.0,30671,6062,6,4,0,0,0,0,1,0,1.0,1.5,0.5,false,44,0,0,0,0,0,0,0,0,0,0,0,4,2.6,0.0,0.0,0.3,0,1,11
242,97299.jpg,Stones,43,a,97299,John,Stones,5,"",56,,,0.7,7.5,1,0,-1,0,false,0,9.8,3.8,197242,392140,61,79,0,0,0,0,42,0,4.7,5.3,4.3,false,674,0,0,6,3,0,0,0,0,0,0,2,190,161.2,12.8,64.0,23.9,0,2,11
243,42593.jpg,Kolarov,43,u,42593,Aleksandar,Kolarov,11,Transferred to Roma,55,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,1921,76,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,11
244,17476.jpg,Kompany,43,i,17476,Vincent,Kompany,4,Calf injury - Unknown return date,58,0,0,0.0,1.4,-2,0,2,0,false,0,2.1,0.0,221147,41537,36,0,0,0,0,0,8,0,2.7,0.0,0.0,false,270,0,0,1,2,0,0,0,2,0,0,0,45,60.8,8.8,38.0,10.8,0,2,11
245,57410.jpg,Otamendi,43,a,57410,Nicolás,Otamendi,30,"",59,,,0.9,9.3,4,0,-4,0,true,2,20.8,5.3,259391,978224,56,463,0,0,0,0,55,0,6.1,6.8,5.8,false,790,2,0,6,4,0,0,0,3,0,0,5,235,251.2,32.1,102.0,38.6,0,2,11
246,41823.jpg,Delph,43,a,41823,Fabian,Delph,18,"",45,100,100,0.6,3.8,0,0,0,0,false,0,1.0,2.8,27242,63144,21,37,0,0,0,0,17,0,4.3,4.3,3.3,false,290,1,1,2,2,0,0,0,0,0,0,0,95,104.8,43.7,30.0,17.8,0,3,11
247,103955.jpg,Sterling,43,a,103955,Raheem,Sterling,7,"",82,100,100,0.5,6.1,2,0,-2,0,false,2,13.6,4.5,427239,827589,224,114,0,0,0,0,50,0,7.1,6.0,5.0,false,477,6,2,3,3,0,0,0,1,1,0,3,163,254.0,160.8,325.0,73.9,0,3,11
248,20664.jpg,David Silva,43,a,20664,David,Silva,21,"",86,100,100,0.4,6.3,6,0,-6,0,true,2,26.5,3.3,469914,1502979,178,116,0,0,0,0,54,0,6.0,4.8,3.8,false,782,1,6,6,4,0,0,0,1,0,0,8,212,256.4,432.2,252.0,94.1,0,3,11
249,14664.jpg,Yaya Touré,43,a,14664,Gnegneri Yaya,Touré,42,"",61,,,0.1,0.3,-4,0,4,0,false,0,0.9,0.5,69960,8307,8,1,0,0,0,0,2,0,1.0,2.0,1.0,false,29,0,0,0,0,0,0,0,0,0,0,0,16,19.4,16.8,2.0,3.8,0,3,11
250,27789.jpg,Fernandinho,43,a,27789,Fernando,Luiz Rosa,25,"",51,,,0.5,5.7,1,0,-1,0,false,0,4.4,2.8,158083,265563,93,44,0,0,0,0,29,0,3.2,4.3,3.3,false,779,1,1,6,4,0,0,0,3,0,0,0,156,201.2,115.6,124.0,44.1,0,3,11
251,52538.jpg,Fernando,43,u,52538,Fernando Francisco,Reges,6,Transferred to Galatasaray,45,0,0,0.0,0.0,0,0,0,0,false,0,0.1,0.0,3937,374,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,11
252,61366.jpg,De Bruyne,43,a,61366,Kevin,De Bruyne,17,"",101,,,0.6,5.1,1,0,-1,0,false,1,20.4,6.5,994195,625129,53,303,0,0,0,0,52,0,5.8,8.0,7.0,false,749,1,6,6,4,0,0,0,0,0,0,5,234,301.4,493.6,166.0,96.2,0,3,11
253,59859.jpg,Gündogan,43,d,59859,Ilkay,Gündogan,8,Knock - 75% chance of playing,54,75,75,0.1,0.7,-1,0,1,0,false,0,0.2,0.8,20995,12106,20,2,0,0,0,0,4,0,1.0,1.7,1.0,false,64,0,0,0,0,0,0,0,0,0,0,0,25,14.4,37.9,10.0,6.2,0,3,11
254,86173.jpg,Nolito,43,u,86173,Manuel,Agudo Durán,9,Transferred to Sevilla,70,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,1442,41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,11
255,182156.jpg,Sané,43,a,182156,Leroy,Sané,19,"",86,,,0.7,6.9,1,0,-1,0,true,2,16.4,6.3,292655,868125,40,691,0,0,0,0,59,0,6.6,7.8,6.8,false,496,5,4,3,3,0,0,0,2,0,0,7,184,279.4,191.6,300.0,77.1,0,3,11
256,165809.jpg,Bernardo Silva,43,a,165809,Bernardo Mota,Veiga de Carvalho e Silva,20,"",75,,,0.4,2.5,-5,0,5,0,false,0,0.6,3.3,91280,17322,8,8,0,0,0,0,19,0,2.4,4.8,3.8,false,278,1,1,1,1,0,0,0,0,0,0,0,78,83.0,90.2,93.0,26.6,0,3,11
257,37572.jpg,Agüero,43,a,37572,Sergio,Agüero,10,"",118,100,100,0.2,5.0,3,0,-3,0,true,1,23.2,1.8,1416504,1975889,69,1850,0,0,0,0,59,0,8.4,3.3,2.3,false,541,7,3,5,1,0,0,0,0,0,0,9,249,328.0,190.7,380.0,89.9,0,4,11
258,173515.jpg,Iheanacho,13,a,173515,Kelechi,Iheanacho,8,"",66,100,100,0.1,1.1,-4,0,4,0,false,0,0.7,0.5,125151,9962,6,6,0,0,0,0,7,0,1.2,0.5,1.0,false,198,0,0,0,4,0,0,0,1,0,0,0,20,11.4,17.8,50.0,7.9,0,4,9
259,205651.jpg,Jesus,43,a,205651,Gabriel Fernando,de Jesus,33,"",106,,,0.5,4.5,1,0,-1,0,false,2,19.8,4.8,997961,1399415,485,511,0,0,0,0,48,0,6.0,6.3,5.3,false,489,6,1,3,4,0,0,0,1,0,0,9,176,238.0,115.6,373.0,72.7,0,4,11
260,51940.jpg,de Gea,1,a,51940,David,de Gea,1,"",56,,,0.8,9.5,1,0,-1,0,true,0,38.9,4.3,341536,521445,82,138,0,0,0,0,53,1,5.3,4.3,3.8,false,845,0,0,7,4,0,0,0,0,0,24,3,210,160.2,0.0,0.0,16.2,0,1,12
261,42899.jpg,Romero,1,a,42899,Sergio,Romero,20,"",48,,,0.0,0.0,-2,0,2,0,false,0,0.1,0.0,4771,612,1,0,0,0,0,0,0,0,0.0,0.0,-0.5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,12
