id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
1,48844.jpg,Ospina,3,i,48844,David,Ospina,13,Groin Injury - Expected back 18 Nov,49,0,0,0.0,0.0,-1,0,1,0,false,0,0.2,0.0,6133,1040,1,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1
2,11334.jpg,Cech,3,a,11334,Petr,Cech,33,"",55,,,0.4,6.5,0,0,0,0,false,0,5.6,2.0,119197,65229,42,19,0,0,0,0,36,0,4.0,3.0,1.5,false,810,0,0,4,12,0,0,0,0,0,20,3,168,180.8,0.0,0.0,18.0,0,1,1
3,98980.jpg,Martinez,3,u,98980,Damian Emiliano,Martinez,26,Season-long loan to Getafe,40,0,0,0.0,0.0,0,0,0,0,false,0,0.7,0.0,20423,868,7,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1
4,51507.jpg,Koscielny,3,a,51507,Laurent,Koscielny,6,"",60,100,100,0.1,3.5,0,0,0,0,false,0,0.9,0.5,32949,27455,12,4,0,0,0,0,21,0,3.5,1.5,0.0,false,534,0,0,3,7,0,0,0,1,0,0,1,138,163.8,32.4,21.0,21.8,0,2,1
5,17127.jpg,Mertesacker,3,a,17127,Per,Mertesacker,4,"",49,100,100,0.5,2.0,-1,0,1,0,false,1,0.7,2.5,21142,20240,6,10,0,0,0,0,10,0,5.0,3.5,2.0,false,180,1,0,0,4,0,0,0,0,0,0,2,47,90.4,0.8,17.0,10.8,0,2,1
6,158074.jpg,Gabriel,3,u,158074,Gabriel Armando,de Abreu,5,Joined Valencia on 18/8,50,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,1730,289,1,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1
7,98745.jpg,Bellerín,3,a,98745,Héctor,Bellerín,24,"",59,,,0.6,5.9,-1,0,1,0,false,1,10.6,3.3,344570,167021,88,43,0,0,0,0,35,0,3.9,4.3,2.8,false,810,0,1,4,12,0,0,0,1,0,0,4,173,93.6,157.7,154.0,40.6,0,2,1
8,42427.jpg,Gibbs,35,a,42427,Kieran,Gibbs,3,"",50,100,100,0.3,2.6,0,0,0,0,false,0,0.4,1.3,12317,19018,1,2,0,0,0,0,13,0,2.2,-0.2,1.3,false,477,0,0,1,7,0,0,0,0,0,0,0,74,91.8,60.1,50.0,20.2,0,2,19
9,80254.jpg,Jenkinson,3,u,80254,Carl,Jenkinson,25,Season-long loan to Birmingham,45,0,0,0.0,0.0,0,0,0,0,false,0,0.2,0.0,11948,683,0,1,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1
10,38411.jpg,Monreal,3,a,38411,Nacho,Monreal,18,"",56,,,1.0,8.8,1,0,-1,0,false,1,11.6,5.8,198254,508224,90,272,0,0,0,0,49,0,5.4,6.8,5.3,false,810,2,0,4,12,0,0,0,0,0,0,8,245,282.6,70.0,63.0,41.6,0,2,1
11,156074.jpg,Holding,3,a,156074,Rob,Holding,16,"",47,,,0.4,1.5,-3,0,3,0,false,0,0.8,1.8,86001,13970,6,3,0,0,0,0,7,0,1.8,2.8,1.3,false,251,0,0,1,8,0,0,0,1,0,0,0,65,56.6,29.6,18.0,10.4,0,2,1
12,69140.jpg,Mustafi,3,i,69140,Shkodran,Mustafi,20,Thigh injury - Expected back 25 Nov,53,0,0,0.3,4.9,-2,0,2,0,false,0,1.1,1.5,92287,42876,41,1,0,0,0,0,26,0,5.2,0.0,0.0,false,450,0,0,4,1,0,0,0,0,0,0,0,128,138.2,38.4,69.0,24.6,0,2,1
13,111457.jpg,Kolasinac,3,a,111457,Sead,Kolasinac,31,"",60,100,100,0.3,6.2,0,0,0,0,false,0,11.1,2.0,394408,342919,112,33,0,0,0,0,37,0,4.6,3.0,1.5,false,695,0,2,4,8,0,0,0,1,0,0,3,180,139.4,114.6,138.0,39.3,0,2,1
14,37265.jpg,Sánchez,3,a,37265,Alexis,Sánchez,7,"",118,100,100,0.4,2.3,-2,0,2,0,false,0,3.4,4.5,162886,177957,22,66,0,0,0,0,27,0,4.5,5.5,4.0,false,362,1,3,2,5,0,0,0,1,0,0,2,96,134.0,210.9,238.0,58.4,0,3,1
15,20467.jpg,Walcott,3,a,20467,Theo,Walcott,14,"",72,100,100,0.0,0.4,-3,0,3,0,false,0,0.7,0.3,112750,12161,5,4,0,0,0,0,3,0,1.0,1.3,-0.2,false,46,0,0,0,0,0,0,0,0,0,0,0,5,2.0,1.2,2.0,0.5,0,3,1
16,37605.jpg,Özil,3,a,37605,Mesut,Özil,11,"",93,100,100,0.4,2.5,-2,0,2,0,false,1,2.1,3.5,104699,69251,14,60,0,0,0,0,23,0,3.3,4.5,3.0,false,477,1,1,1,11,0,0,0,1,0,0,3,120,134.6,339.6,112.0,58.6,0,3,1
17,19524.jpg,Cazorla,3,i,19524,Santiago,Cazorla,19,Lack of match fitness - Unknown return date,69,0,0,0.0,0.0,-1,0,1,0,false,0,0.0,0.0,1516,449,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1
18,41792.jpg,Ramsey,3,a,41792,Aaron,Ramsey,8,"",70,100,100,0.5,5.6,0,0,0,0,false,1,4.9,3.8,240007,379021,57,121,0,0,0,0,39,0,4.9,4.8,3.3,false,584,2,3,4,5,0,0,0,0,0,0,2,140,190.6,141.1,320.0,65.2,0,3,1
19,81880.jpg,Chamberlain,14,a,81880,Alex,Oxlade-Chamberlain,21,"",57,,,0.1,2.1,-3,0,3,0,false,0,1.6,0.8,191786,86945,30,9,0,0,0,0,12,0,1.3,1.8,1.8,false,385,0,0,0,13,0,0,0,0,0,0,0,90,104.4,151.9,103.0,35.7,0,3,10
20,56864.jpg,Coquelin,3,a,56864,Francis,Coquelin,34,"",44,100,100,0.1,0.7,-1,0,1,0,false,0,0.6,0.3,27018,10038,10,8,0,0,0,0,3,0,1.0,1.3,-0.2,false,76,0,0,0,3,0,0,0,0,0,0,0,11,4.4,5.7,8.0,1.9,0,3,1
21,153133.jpg,Iwobi,3,a,153133,Alex,Iwobi,17,"",51,100,100,0.5,2.9,-4,0,4,0,false,0,0.8,2.8,142742,41304,21,7,0,0,0,0,15,0,3.8,3.8,2.3,false,250,1,0,2,2,0,0,0,0,0,0,1,67,74.4,111.4,82.0,26.8,0,3,1
22,153256.jpg,Elneny,3,a,153256,Mohamed,Elneny,35,"",44,,,0.2,2.5,-1,0,1,0,false,0,2.7,0.8,162565,140512,35,10,0,0,0,0,11,0,2.2,1.8,0.3,false,263,0,1,1,5,0,0,0,1,0,0,0,54,51.0,74.1,24.0,14.8,0,3,1
23,84450.jpg,Xhaka,3,a,84450,Granit,Xhaka,29,"",55,,,0.6,6.4,0,0,0,0,false,1,12.0,3.3,590053,741405,113,101,0,0,0,0,35,0,3.9,4.3,2.8,false,790,0,4,4,12,0,0,0,1,0,0,2,154,171.4,241.7,124.0,53.7,0,3,1
24,54102.jpg,Wilshere,3,a,54102,Jack,Wilshere,10,"",54,100,100,0.2,0.7,-1,0,1,0,false,0,0.2,1.0,4719,9927,3,10,0,0,0,0,4,0,4.0,2.0,0.5,false,13,0,1,0,1,0,0,0,0,0,0,0,13,18.6,14.8,2.0,3.5,0,3,1
25,44346.jpg,Giroud,3,a,44346,Olivier,Giroud,12,"",82,100,100,0.1,1.5,-3,0,3,0,false,0,1.2,0.5,79206,27776,14,22,0,0,0,0,12,0,1.5,1.5,0.0,false,155,1,0,0,3,0,0,0,0,0,0,0,48,50.6,79.2,82.0,21.2,0,4,1
26,50175.jpg,Welbeck,3,i,50175,Danny,Welbeck,23,Groin Injury - Expected back 18 Nov,74,0,0,0.1,3.9,-1,0,1,0,false,1,0.9,0.5,168723,138428,37,4,0,0,0,0,29,0,4.8,0.0,0.0,false,460,3,1,3,8,0,0,0,1,0,0,3,118,153.0,111.6,195.0,46.0,0,4,1
27,155851.jpg,Pérez,3,u,155851,Lucas,Pérez,28,Joined Deportivo La Coruna on loan for the season,74,0,0,0.0,0.0,-1,0,1,0,false,0,0.1,0.0,8269,424,2,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1
28,59966.jpg,Lacazette,3,a,59966,Alexandre,Lacazette,9,"",104,,,0.2,3.8,-1,0,1,0,false,1,14.7,2.5,846314,733818,196,299,0,0,0,0,40,0,4.4,3.5,2.0,false,630,5,0,5,6,0,0,0,0,0,0,3,171,207.6,128.5,344.0,67.9,0,4,1
29,40349.jpg,Begovic,91,a,40349,Asmir,Begovic,27,"",45,,,0.6,5.3,0,0,0,0,false,0,3.8,2.5,110706,34300,12,7,0,0,0,0,24,0,2.7,1.0,2.5,false,810,0,0,1,13,0,0,0,1,0,30,0,151,216.8,10.0,0.0,22.6,0,1,2
30,18726.jpg,Boruc,91,a,18726,Artur,Boruc,1,"",43,,,0.0,0.0,-2,0,2,0,false,0,1.9,0.0,118761,3120,8,0,0,0,0,0,0,0,0.0,-1.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2
31,15885.jpg,Federici,91,i,15885,Adam,Federici,32,Knee injury - Unknown return date,40,0,0,0.0,0.0,0,0,0,0,false,0,3.1,0.0,93775,11288,11,1,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2
32,15149.jpg,Francis,91,a,15149,Simon,Francis,2,"",44,100,100,0.6,3.4,-1,0,1,0,false,0,1.1,2.5,102198,20244,5,9,0,0,0,0,15,0,2.1,1.0,2.5,false,574,0,0,1,7,0,0,0,1,0,0,0,100,156.0,15.6,22.0,19.3,0,2,2
33,56917.jpg,Steve Cook,91,a,56917,Steve,Cook,3,"",48,100,100,0.1,1.3,-2,0,2,0,false,0,0.4,0.5,21397,1742,1,1,0,0,0,0,6,0,0.9,-1.0,0.5,false,489,0,0,0,11,0,0,0,3,0,0,0,57,112.4,23.3,47.0,18.3,0,2,2
34,41320.jpg,Daniels,91,a,41320,Charlie,Daniels,11,"",49,,,0.5,5.9,-1,0,1,0,false,0,9.3,2.5,492381,95413,56,21,0,0,0,0,29,0,3.2,1.0,2.5,false,810,1,1,1,13,0,0,0,0,0,0,2,159,186.2,129.6,45.0,36.1,0,2,2
35,54469.jpg,Adam Smith,91,a,54469,Adam,Smith,15,"",48,100,100,0.5,3.1,-2,0,2,0,false,0,0.5,2.3,29489,2572,2,0,0,0,0,0,15,0,1.7,0.8,2.3,false,714,0,0,1,12,0,0,0,2,0,0,0,116,112.8,92.7,16.0,22.2,0,2,2
36,149484.jpg,Mings,91,i,149484,Tyrone,Mings,26,Back injury - Expected back 02 Dec,43,0,0,0.0,0.0,-2,0,2,0,false,0,0.2,0.0,13728,2060,2,0,0,0,0,0,0,0,0.0,0.0,0.0,false,135,0,0,0,4,0,0,0,1,0,0,0,17,22.6,0.3,2.0,2.5,0,2,2
37,120447.jpg,Brad Smith,91,i,120447,Bradley,Smith,14,Knock - Unknown return date,40,0,0,0.0,0.0,0,0,0,0,false,0,3.1,0.0,121253,48894,40,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2
38,126184.jpg,Aké,91,a,126184,Nathan,Aké,5,"",49,100,100,0.7,4.3,-1,0,1,0,false,0,3.7,3.3,233556,35163,24,12,0,0,0,0,21,0,2.3,1.8,3.3,false,802,0,0,1,13,0,0,0,1,0,0,4,155,201.6,19.6,33.0,25.5,0,2,2
39,48615.jpg,Arter,91,a,48615,Harry,Arter,8,"",49,100,100,0.1,1.8,-1,0,1,0,false,0,0.5,0.3,28220,8287,5,0,0,0,0,0,9,0,1.5,-1.2,0.3,false,463,0,0,0,9,0,0,0,2,0,0,0,66,63.2,39.6,34.0,13.8,0,3,2
40,20037.jpg,Pugh,91,a,20037,Marc,Pugh,7,"",48,,,0.2,1.5,-2,0,2,0,false,0,0.1,0.8,4014,1342,3,0,0,0,0,0,7,0,1.4,-0.7,0.8,false,236,0,0,1,4,0,0,0,1,0,0,0,21,22.8,74.0,79.0,17.2,0,3,2
41,15237.jpg,Surman,91,a,15237,Andrew,Surman,6,"",46,,,0.8,7.0,1,0,-1,0,false,1,5.8,3.5,102977,340574,47,178,0,0,0,0,32,0,4.0,2.0,3.5,false,720,2,0,1,10,0,0,0,0,0,0,5,133,187.6,73.6,54.0,31.5,0,3,2
42,56872.jpg,Stanislas,91,a,56872,Junior,Stanislas,19,"",59,100,100,0.8,3.2,-1,0,1,0,false,1,0.3,4.5,5111,11544,5,26,0,0,0,0,19,0,4.8,3.0,4.5,false,341,1,1,1,4,0,0,0,1,0,0,3,72,99.8,80.1,87.0,26.6,0,3,2
43,40387.jpg,Gosling,91,a,40387,Dan,Gosling,4,"",49,100,100,0.1,1.8,-1,0,1,0,false,0,0.1,0.5,2923,1142,0,0,0,0,0,0,9,0,1.8,-1.0,0.5,false,361,0,0,0,8,0,0,0,0,0,0,0,40,41.6,22.0,28.0,9.2,0,3,2
44,59741.jpg,Gradel,91,u,59741,Max,Gradel,10,Season-long loan to Toulouse,50,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,3563,112,1,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2
45,103912.jpg,Ibe,91,a,103912,Jordon,Ibe,33,"",49,,,0.2,3.3,-1,0,1,0,false,0,0.5,1.0,26496,27325,8,1,0,0,0,0,16,0,2.0,-0.5,1.0,false,393,0,2,0,4,0,0,0,0,0,0,0,63,75.6,128.8,87.0,29.0,0,3,2
46,155408.jpg,Lewis Cook,91,a,155408,Lewis,Cook,16,"",44,,,0.3,1.4,-1,0,1,0,false,0,1.0,1.5,30723,28270,6,4,0,0,0,0,6,0,2.0,0.0,1.5,false,248,0,0,1,2,0,0,0,1,0,0,0,39,35.8,48.1,27.0,11.1,0,3,2
47,90105.jpg,Fraser,91,d,90105,Ryan,Fraser,24,Knock - 75% chance of playing,52,75,75,0.1,1.5,-3,0,3,0,false,0,0.3,0.3,54315,7102,8,0,0,0,0,0,8,0,1.6,-0.9,0.2,false,270,0,0,0,5,0,0,0,0,0,0,0,32,18.6,55.6,69.0,14.3,0,3,2
48,75115.jpg,Callum Wilson,91,a,75115,Callum,Wilson,13,"",59,100,100,0.0,0.0,-1,0,1,0,false,0,0.1,0.0,1501,1433,0,2,0,0,0,0,0,0,0.0,-1.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2
49,88498.jpg,Afobe,91,a,88498,Benik,Afobe,9,"",57,100,100,0.3,2.1,-3,0,3,0,false,0,0.2,1.5,26087,3716,3,5,0,0,0,0,12,0,1.7,0.0,1.5,false,267,0,1,0,4,0,0,0,0,0,0,0,35,18.2,22.3,91.0,13.1,0,4,2
50,178304.jpg,Mousset,91,a,178304,Lys,Mousset,31,"",49,,,0.2,1.4,-1,0,1,0,false,0,0.1,0.8,5534,4757,5,3,0,0,0,0,7,0,1.2,-0.7,0.8,false,107,0,0,1,2,0,0,0,0,0,0,0,15,4.2,4.9,34.0,4.2,0,4,2
51,78007.jpg,King,91,d,78007,Joshua,King,17,Back injury - 50% chance of playing,71,50,50,0.1,3.0,-4,0,4,0,false,0,1.4,1.0,263394,45071,55,1,0,0,0,0,21,0,2.6,-0.3,0.5,false,708,1,0,1,11,0,0,0,0,0,0,1,72,101.0,109.8,239.0,45.0,0,4,2
52,7958.jpg,Defoe,91,d,7958,Jermain,Defoe,18,Hamstring injury - 75% chance of playing,77,75,75,0.1,2.3,-3,0,3,0,false,0,1.8,0.8,169660,32366,58,3,0,0,0,0,18,0,2.3,-0.5,0.6,false,446,1,0,2,7,0,0,0,0,0,0,1,59,55.0,69.2,143.0,26.4,0,4,2
53,48860.jpg,Mäenpää,36,a,48860,Niki,Mäenpää,12,"",40,,,0.0,0.0,0,0,0,0,false,0,1.2,0.0,25197,20217,2,1,0,0,0,0,0,0,0.0,-0.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3
54,131897.jpg,Ryan,36,a,131897,Mathew,Ryan,1,"",45,,,0.7,7.3,0,0,0,0,false,1,0.8,3.0,15681,20677,6,2,0,0,0,0,33,0,3.7,2.5,3.0,false,810,0,0,3,10,0,0,0,0,0,26,2,166,175.6,0.0,0.0,17.5,0,1,3
55,83299.jpg,Dunk,36,a,83299,Lewis,Dunk,5,"",44,,,0.5,5.2,-1,0,1,0,false,0,1.6,2.0,53271,48981,5,30,0,0,0,0,23,0,2.6,1.5,2.0,false,810,0,0,3,10,1,0,0,1,0,0,0,149,221.6,29.1,146.0,39.7,0,2,3
56,61933.jpg,Duffy,36,a,61933,Shane,Duffy,22,"",45,100,100,0.7,7.1,0,0,0,0,false,1,1.5,3.3,23962,75918,10,55,0,0,0,0,32,0,3.6,2.8,3.3,false,792,0,0,4,9,0,0,0,2,0,0,4,165,242.0,22.9,168.0,43.3,0,2,3
57,19071.jpg,Hünemeier,36,a,19071,Uwe,Hünemeier,4,"",39,,,0.1,0.3,-1,0,1,0,false,0,6.8,0.3,214186,204282,28,52,0,0,0,0,1,0,1.0,-0.2,0.3,false,17,0,0,0,1,0,0,0,0,0,0,0,5,7.0,0.3,2.0,0.9,0,2,3
58,11352.jpg,Bruno,36,a,11352,Bruno,Saltor Grau,2,"",45,100,100,0.6,5.8,0,0,0,0,false,0,0.4,2.5,10613,15417,1,7,0,0,0,0,26,0,3.3,2.0,2.5,false,646,0,0,3,7,0,0,0,2,0,0,4,126,111.0,56.4,4.0,17.3,0,2,3
59,42748.jpg,Bong,36,a,42748,Gaëtan,Bong,3,"",44,100,100,0.4,1.6,-1,0,1,0,false,0,0.1,1.8,3622,955,0,0,0,0,0,0,7,0,3.5,1.3,1.8,false,180,0,0,1,2,0,0,0,0,0,0,0,40,32.6,3.5,2.0,3.8,0,2,3
60,15137.jpg,Rosenior,36,a,15137,Liam,Rosenior,23,"",40,,,0.0,0.8,0,0,0,0,false,0,3.0,0.0,110761,109913,24,5,0,0,0,0,3,0,1.0,-0.5,0.0,false,163,0,0,0,3,0,0,0,0,0,0,0,22,28.8,4.7,2.0,3.6,0,2,3
61,85128.jpg,Goldson,36,a,85128,Connor,Goldson,18,"",39,,,0.0,0.0,-1,0,1,0,false,0,0.8,0.0,24077,19629,9,11,0,0,0,0,0,0,0.0,-0.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3
62,83543.jpg,Knockaert,36,a,83543,Anthony,Knockaert,11,"",57,100,100,0.5,4.0,-3,0,3,0,false,0,0.8,3.0,76787,23066,5,3,0,0,0,0,23,0,2.6,2.5,3.0,false,554,1,0,3,4,0,0,0,2,0,0,2,104,103.0,147.9,139.0,39.0,0,3,3
63,40845.jpg,Stephens,36,a,40845,Dale,Stephens,6,"",45,,,0.4,5.3,0,0,0,0,false,0,1.7,1.8,46690,101095,16,21,0,0,0,0,24,0,2.7,1.3,1.8,false,810,0,1,3,10,0,0,0,0,0,0,0,143,155.6,67.9,78.0,30.2,0,3,3
64,38490.jpg,Kayal,36,d,38490,Beram,Kayal,7,Lack of match fitness - 50% chance of playing,44,50,50,0.0,0.0,-1,0,1,0,false,0,0.1,0.0,4112,1458,3,1,0,0,0,0,0,0,0.0,-0.3,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3
65,11735.jpg,Sidwell,36,i,11735,Steve,Sidwell,14,Back injury - Unknown return date,44,0,0,0.0,0.0,-1,0,1,0,false,0,0.1,0.0,17290,1258,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3
66,109345.jpg,March,36,a,109345,Solomon,March,20,"",50,,,0.3,5.4,0,0,0,0,false,0,0.6,1.5,23188,41710,12,6,0,0,0,0,27,0,3.0,1.0,1.5,false,689,1,1,3,9,0,0,0,1,0,0,0,101,147.2,100.0,136.0,38.4,0,3,3
67,88170.jpg,Skalak,36,a,88170,Jiri,Skalak,8,"",48,,,0.0,0.0,-2,0,2,0,false,0,0.0,0.0,1375,325,0,1,0,0,0,0,0,0,0.0,-0.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3
68,79934.jpg,Norwood,36,u,79934,Oliver,Norwood,21,Season-long loan to Fulham,45,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,389,71,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3
69,2513.jpg,Murphy,36,a,2513,Jamie,Murphy,15,"",48,,,0.0,1.3,-2,0,2,0,false,0,0.1,0.0,2917,1030,1,0,0,0,0,0,6,0,1.5,-0.5,0.0,false,166,0,0,0,4,0,0,0,0,0,0,0,25,11.8,15.5,24.0,5.1,0,3,3
70,60307.jpg,Groß,36,a,60307,Pascal,Groß,13,"",58,,,0.6,8.3,3,0,-3,0,false,1,16.2,3.3,262788,1017355,65,213,0,0,0,0,48,0,5.3,2.8,3.3,false,753,2,4,3,10,0,0,0,1,0,0,6,181,223.6,318.7,71.0,61.3,0,3,3
71,20529.jpg,Murray,36,a,20529,Glenn,Murray,17,"",57,100,100,0.7,3.5,-3,0,3,0,false,1,0.6,4.0,27038,29291,6,34,0,0,0,0,20,0,2.9,3.5,4.0,false,303,2,0,2,4,0,0,0,1,0,0,3,45,72.2,24.0,111.0,19.9,0,4,3
72,38499.jpg,Hemed,36,a,38499,Tomer,Hemed,10,"",50,100,100,0.0,5.2,0,0,0,0,false,0,1.8,0.0,148343,212378,22,17,0,0,0,0,26,0,4.3,-0.5,0.0,false,435,2,1,2,3,0,0,0,0,0,0,5,81,110.4,24.3,104.0,23.7,0,4,3
73,28462.jpg,Baldock,36,d,28462,Sam,Baldock,9,Lack of match fitness - 50% chance of playing,49,50,50,0.0,0.0,-1,0,1,0,false,0,0.0,0.0,1191,527,0,0,0,0,0,0,0,0,0.0,-0.3,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,3
74,21205.jpg,Heaton,90,i,21205,Tom,Heaton,1,Shoulder Dislocation - Unknown return date,48,0,0,0.0,1.7,-2,0,2,0,false,0,2.6,0.0,306259,17942,33,0,0,0,0,0,8,0,2.0,0.0,0.0,false,305,0,0,0,4,0,0,0,0,0,8,0,48,53.4,0.0,0.0,5.3,0,1,4
75,1801.jpg,Robinson,90,u,1801,Paul,Robinson,17,Retired,45,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,259,40,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4
76,68983.jpg,Lowton,90,a,68983,Matthew,Lowton,2,"",45,,,0.5,6.9,0,0,0,0,false,0,1.5,2.3,30522,50678,7,12,0,0,0,0,31,0,3.4,2.8,2.3,false,810,0,1,3,9,0,0,0,0,0,0,0,146,175.2,54.0,20.0,25.1,0,2,4
77,51927.jpg,Mee,90,a,51927,Ben,Mee,6,"",45,100,100,0.6,6.2,0,0,0,0,false,0,7.0,2.5,238946,113368,21,25,0,0,0,0,28,0,3.1,3.0,2.5,false,810,0,0,3,9,0,0,0,1,0,0,1,147,270.8,24.4,159.0,45.5,0,2,4
78,40616.jpg,Ward,90,a,40616,Stephen,Ward,23,"",47,,,0.8,9.4,2,0,-2,0,false,1,14.5,3.8,160058,719431,58,238,0,0,0,0,44,0,4.9,4.3,3.8,false,800,1,1,3,9,0,0,0,0,0,0,7,182,216.6,110.5,34.0,36.1,0,2,4
79,17761.jpg,Tarkowski,90,a,17761,James,Tarkowski,5,"",45,100,100,0.4,5.8,0,0,0,0,false,0,0.5,2.0,8089,25429,0,7,0,0,0,0,26,0,2.9,2.5,2.0,false,810,0,0,3,9,0,0,0,2,0,0,0,151,279.0,15.6,33.0,33.0,0,2,4
80,41674.jpg,Long,90,a,41674,Kevin,Long,28,"",39,,,0.0,0.0,-1,0,1,0,false,0,2.3,0.0,83253,47331,11,14,0,0,0,0,0,0,0.0,0.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4
81,103914.jpg,Taylor,90,a,103914,Charlie,Taylor,3,"",43,,,0.0,0.0,-2,0,2,0,false,0,0.2,0.0,9155,1897,0,2,0,0,0,0,0,0,0.0,0.5,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4
82,39158.jpg,Arfield,90,a,39158,Scott,Arfield,37,"",49,,,0.3,3.9,-1,0,1,0,false,1,0.3,1.3,11334,20286,5,0,0,0,0,0,19,0,2.7,1.8,1.3,false,496,1,0,2,7,0,0,0,3,0,0,3,53,61.0,30.9,70.0,16.2,0,3,4
83,15982.jpg,Marney,90,i,15982,Dean,Marney,8,Lack of match fitness - Unknown return date,45,0,0,0.0,0.0,0,0,0,0,false,0,0.0,0.0,751,347,0,0,0,0,0,0,0,0,0.0,0.0,0.0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,4
84,60586.jpg,Gudmundsson,90,a,60586,Johann Berg,Gudmundsson,17,"",50,,,0.3,3.0,0,0,0,0,false,0,0.1,1.3,2807,1962,0,0,0,0,0,0,15,0,1.9,1.8,1.3,false,434,0,1,1,6,0,0,0,0,0,0,0,56,50.4,88.9,36.0,17.5,0,3,4
85,39847.jpg,Defour,90,a,39847,Steven,Defour,16,"",55,,,0.2,4.0,0,0,0,0,false,0,0.4,1.3,16865,15466,3,1,0,0,0,0,22,0,2.4,1.8,1.3,false,764,0,1,3,8,0,0,0,2,0,0,0,128,139.4,128.6,20.0,28.9,0,3,4
86,83314.jpg,Hendrick,90,a,83314,Jeff,Hendrick,13,"",54,100,100,0.6,3.5,-1,0,1,0,false,0,0.2,3.0,7544,8225,2,3,0,0,0,0,19,0,3.2,3.5,3.0,false,455,1,0,2,5,0,0,0,0,0,0,1,58,46.4,60.0,72.0,17.9,0,3,4
87,90517.jpg,Brady,90,a,90517,Robbie,Brady,12,"",55,,,0.3,5.3,0,0,0,0,false,0,1.9,1.8,97245,163623,21,4,0,0,0,0,29,0,3.2,2.3,1.8,false,797,0,2,3,9,0,0,0,2,0,0,4,110,139.2,293.9,99.0,53.3,0,3,4
